Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
28.05.2023 06:15;28.05.2023 06:30;8.046,00;6.759,25;123,25
28.05.2023 06:30;28.05.2023 06:45;8.178,25;6.609,25;169,75
28.05.2023 06:45;28.05.2023 07:00;8.322,75;6.406,50;301,75
28.05.2023 07:00;28.05.2023 07:15;8.473,50;6.160,75;217,50
28.05.2023 07:15;28.05.2023 07:30;8.720,00;5.998,75;255,25
28.05.2023 07:30;28.05.2023 07:45;8.949,75;5.842,75;350,25
28.05.2023 07:45;28.05.2023 08:00;9.173,75;5.606,25;581,25
28.05.2023 08:00;28.05.2023 08:15;9.327,00;5.211,25;343,25
28.05.2023 08:15;28.05.2023 08:30;9.488,00;4.878,50;356,00
28.05.2023 08:30;28.05.2023 08:45;9.663,00;4.524,50;462,75
28.05.2023 08:45;28.05.2023 09:00;9.824,25;4.182,00;634,50
28.05.2023 09:00;28.05.2023 09:15;9.871,00;3.693,25;345,75
28.05.2023 09:15;28.05.2023 09:30;9.974,25;3.251,25;457,75
28.05.2023 09:30;28.05.2023 09:45;10.107,00;2.858,50;638,25
28.05.2023 09:45;28.05.2023 10:00;10.214,00;2.532,25;952,50
28.05.2023 10:00;28.05.2023 10:15;10.290,25;2.220,75;884,75
28.05.2023 10:15;28.05.2023 10:30;10.351,75;1.899,00;1.310,00
28.05.2023 10:30;28.05.2023 10:45;10.416,50;1.624,50;1.490,50
28.05.2023 10:45;28.05.2023 11:00;10.481,50;1.423,50;1.522,25
28.05.2023 11:00;28.05.2023 11:15;10.605,50;1.247,00;1.474,75
28.05.2023 11:15;28.05.2023 11:30;10.692,00;1.168,75;1.497,75
28.05.2023 11:30;28.05.2023 11:45;10.723,00;1.009,00;1.564,00
28.05.2023 11:45;28.05.2023 12:00;10.691,75;898,75;1.618,25
28.05.2023 12:00;28.05.2023 12:15;10.646,50;758,00;1.500,75
28.05.2023 12:15;28.05.2023 12:30;10.543,50;655,50;1.508,25
28.05.2023 12:30;28.05.2023 12:45;10.477,50;546,00;1.579,25
28.05.2023 12:45;28.05.2023 13:00;10.380,00;406,50;1.620,00
28.05.2023 13:00;28.05.2023 13:15;10.227,75;318,50;1.627,25
28.05.2023 13:15;28.05.2023 13:30;10.174,50;295,00;1.730,75
28.05.2023 13:30;28.05.2023 13:45;10.090,75;305,75;1.777,50
28.05.2023 13:45;28.05.2023 14:00;9.986,75;260,75;1.764,75
28.05.2023 14:00;28.05.2023 14:15;9.908,00;342,00;1.693,00
28.05.2023 14:15;28.05.2023 14:30;9.810,50;383,50;1.684,25
28.05.2023 14:30;28.05.2023 14:45;9.740,75;392,00;1.687,00
28.05.2023 14:45;28.05.2023 15:00;9.688,75;489,75;1.669,25
28.05.2023 15:00;28.05.2023 15:15;9.650,50;579,50;1.627,50
28.05.2023 15:15;28.05.2023 15:30;9.574,50;679,25;1.519,00
28.05.2023 15:30;28.05.2023 15:45;9.578,25;861,00;1.480,75
28.05.2023 15:45;28.05.2023 16:00;9.531,25;969,25;1.460,00
28.05.2023 16:00;28.05.2023 16:15;9.604,50;1.023,50;1.499,75
28.05.2023 16:15;28.05.2023 16:30;9.615,50;1.082,00;1.371,75
28.05.2023 16:30;28.05.2023 16:45;9.624,25;1.127,75;1.274,00
28.05.2023 16:45;28.05.2023 17:00;9.642,75;1.375,00;1.145,25
28.05.2023 17:00;28.05.2023 17:15;9.761,00;2.055,00;804,00
28.05.2023 17:15;28.05.2023 17:30;9.805,75;2.472,00;875,50
28.05.2023 17:30;28.05.2023 17:45;9.789,50;2.845,50;616,75
28.05.2023 17:45;28.05.2023 18:00;9.803,50;3.261,00;285,75
28.05.2023 18:00;28.05.2023 18:15;10.040,75;3.783,50;424,50
28.05.2023 18:15;28.05.2023 18:30;10.069,50;4.066,25;282,75
28.05.2023 18:30;28.05.2023 18:45;10.056,25;4.478,50;149,50
28.05.2023 18:45;28.05.2023 19:00;10.042,25;4.862,00;59,50
28.05.2023 19:00;28.05.2023 19:15;10.167,00;5.373,75;235,00
28.05.2023 19:15;28.05.2023 19:30;10.136,00;5.696,00;58,25
28.05.2023 19:30;28.05.2023 19:45;10.045,00;5.843,50;27,50
28.05.2023 19:45;28.05.2023 20:00;10.010,75;5.954,50;25,75
28.05.2023 20:00;28.05.2023 20:15;10.113,50;6.222,75;9,25
28.05.2023 20:15;28.05.2023 20:30;10.053,00;6.386,00;2,50
28.05.2023 20:30;28.05.2023 20:45;10.018,75;6.471,50;2,50
28.05.2023 20:45;28.05.2023 21:00;9.946,25;6.434,00;2,00
28.05.2023 21:00;28.05.2023 21:15;9.916,75;6.274,25;1,75
28.05.2023 21:15;28.05.2023 21:30;9.878,50;6.066,00;31,00
28.05.2023 21:30;28.05.2023 21:45;9.934,25;6.039,00;32,75
28.05.2023 21:45;28.05.2023 22:00;10.001,50;5.974,50;27,50
28.05.2023 22:00;28.05.2023 22:15;10.015,75;5.960,75;31,50
28.05.2023 22:15;28.05.2023 22:30;9.910,25;5.805,00;13,00
28.05.2023 22:30;28.05.2023 22:45;9.725,50;5.598,25;31,50
28.05.2023 22:45;28.05.2023 23:00;9.577,75;5.403,25;59,75
28.05.2023 23:00;28.05.2023 23:15;9.384,25;5.271,25;10,75
28.05.2023 23:15;28.05.2023 23:30;9.211,00;5.154,50;22,50
28.05.2023 23:30;28.05.2023 23:45;9.050,25;5.046,00;35,75
28.05.2023 23:45;29.05.2023 00:00;8.953,00;5.011,00;36,50
29.05.2023 00:00;29.05.2023 00:15;8.883,75;4.994,75;43,00
29.05.2023 00:15;29.05.2023 00:30;8.819,00;5.009,00;167,25
29.05.2023 00:30;29.05.2023 00:45;8.683,25;4.880,25;197,75
29.05.2023 00:45;29.05.2023 01:00;8.593,50;4.818,50;213,50
29.05.2023 01:00;29.05.2023 01:15;8.410,50;4.730,50;195,25
29.05.2023 01:15;29.05.2023 01:30;8.356,75;4.725,50;234,50
29.05.2023 01:30;29.05.2023 01:45;8.224,00;4.623,25;269,75
29.05.2023 01:45;29.05.2023 02:00;8.148,75;4.643,00;246,75
29.05.2023 02:00;29.05.2023 02:15;8.113,75;4.689,00;287,00
29.05.2023 02:15;29.05.2023 02:30;8.051,50;4.701,00;324,25
29.05.2023 02:30;29.05.2023 02:45;8.036,25;4.763,25;306,75
29.05.2023 02:45;29.05.2023 03:00;7.999,50;4.783,50;319,75
29.05.2023 03:00;29.05.2023 03:15;7.958,00;4.760,25;198,50
29.05.2023 03:15;29.05.2023 03:30;7.960,75;4.771,75;209,00
29.05.2023 03:30;29.05.2023 03:45;7.954,50;4.795,50;228,50
29.05.2023 03:45;29.05.2023 04:00;7.894,00;4.776,00;217,00
29.05.2023 04:00;29.05.2023 04:15;7.920,75;4.876,75;177,25
29.05.2023 04:15;29.05.2023 04:30;7.920,75;4.907,00;175,25
29.05.2023 04:30;29.05.2023 04:45;7.934,75;4.940,50;173,75
29.05.2023 04:45;29.05.2023 05:00;7.920,50;4.960,75;172,50
29.05.2023 05:00;29.05.2023 05:15;8.009,50;5.029,25;178,00
29.05.2023 05:15;29.05.2023 05:30;7.944,25;4.962,75;140,50
29.05.2023 05:30;29.05.2023 05:45;7.942,50;4.957,75;104,25
29.05.2023 05:45;29.05.2023 06:00;7.981,00;4.937,75;107,50
29.05.2023 06:00;29.05.2023 06:15;8.040,50;4.838,25;43,50
29.05.2023 06:15;29.05.2023 06:30;8.053,75;4.712,50;36,00
29.05.2023 06:30;29.05.2023 06:45;8.138,50;4.641,75;38,50
29.05.2023 06:45;29.05.2023 07:00;8.298,75;4.600,50;91,00
29.05.2023 07:00;29.05.2023 07:15;8.462,50;4.486,75;49,25
29.05.2023 07:15;29.05.2023 07:30;8.645,50;4.370,75;46,75
29.05.2023 07:30;29.05.2023 07:45;8.891,00;4.226,50;98,50
29.05.2023 07:45;29.05.2023 08:00;9.109,75;3.994,75;242,25
29.05.2023 08:00;29.05.2023 08:15;9.248,50;3.675,25;70,75
29.05.2023 08:15;29.05.2023 08:30;9.500,00;3.423,00;283,75
29.05.2023 08:30;29.05.2023 08:45;9.798,50;3.240,25;428,00
29.05.2023 08:45;29.05.2023 09:00;9.941,25;2.971,75;716,50
29.05.2023 09:00;29.05.2023 09:15;10.112,75;2.684,00;313,25
29.05.2023 09:15;29.05.2023 09:30;10.198,50;2.313,00;411,75
29.05.2023 09:30;29.05.2023 09:45;10.315,50;1.954,75;668,00
29.05.2023 09:45;29.05.2023 10:00;10.409,00;1.567,00;983,00
29.05.2023 10:00;29.05.2023 10:15;10.449,50;1.346,00;392,75
29.05.2023 10:15;29.05.2023 10:30;10.470,50;1.129,25;600,25
29.05.2023 10:30;29.05.2023 10:45;10.595,50;961,00;892,50
29.05.2023 10:45;29.05.2023 11:00;10.653,25;694,75;1.155,00
29.05.2023 11:00;29.05.2023 11:15;10.744,00;586,00;1.065,25
29.05.2023 11:15;29.05.2023 11:30;10.862,50;543,50;1.262,75
29.05.2023 11:30;29.05.2023 11:45;10.886,00;502,00;1.248,00
29.05.2023 11:45;29.05.2023 12:00;10.900,50;386,75;1.335,50
29.05.2023 12:00;29.05.2023 12:15;10.888,75;265,25;1.312,50
29.05.2023 12:15;29.05.2023 12:30;10.864,75;223,25;1.403,50
29.05.2023 12:30;29.05.2023 12:45;10.779,25;187,50;1.372,75
29.05.2023 12:45;29.05.2023 13:00;10.672,50;23,50;1.471,50
29.05.2023 13:00;29.05.2023 13:15;10.541,75;-186,75;1.537,00
29.05.2023 13:15;29.05.2023 13:30;10.476,00;-137,75;1.567,50
29.05.2023 13:30;29.05.2023 13:45;10.388,75;-135,25;1.589,25
29.05.2023 13:45;29.05.2023 14:00;10.237,25;-224,50;1.614,25
29.05.2023 14:00;29.05.2023 14:15;10.163,75;-35,25;1.663,00
29.05.2023 14:15;29.05.2023 14:30;10.156,50;75,25;1.615,75
29.05.2023 14:30;29.05.2023 14:45;10.099,25;208,00;1.518,00
29.05.2023 14:45;29.05.2023 15:00;10.065,25;326,75;1.475,50
29.05.2023 15:00;29.05.2023 15:15;10.034,25;385,50;1.514,00
29.05.2023 15:15;29.05.2023 15:30;9.978,25;511,50;1.464,00
29.05.2023 15:30;29.05.2023 15:45;9.963,25;601,25;1.374,50
29.05.2023 15:45;29.05.2023 16:00;9.913,50;746,75;1.325,25
29.05.2023 16:00;29.05.2023 16:15;9.995,50;596,25;1.365,25
29.05.2023 16:15;29.05.2023 16:30;9.966,25;511,25;1.340,00
29.05.2023 16:30;29.05.2023 16:45;10.025,75;630,00;1.333,75
29.05.2023 16:45;29.05.2023 17:00;10.052,50;978,00;1.145,50
29.05.2023 17:00;29.05.2023 17:15;10.219,25;1.537,75;1.354,75
29.05.2023 17:15;29.05.2023 17:30;10.332,50;1.733,50;1.401,50
29.05.2023 17:30;29.05.2023 17:45;10.457,25;2.308,00;1.124,25
29.05.2023 17:45;29.05.2023 18:00;10.414,25;2.570,50;550,00
29.05.2023 18:00;29.05.2023 18:15;10.641,00;2.793,50;1.171,25
29.05.2023 18:15;29.05.2023 18:30;10.734,50;3.157,50;732,00
29.05.2023 18:30;29.05.2023 18:45;10.702,50;3.571,25;338,75
29.05.2023 18:45;29.05.2023 19:00;10.679,25;3.940,75;103,50
29.05.2023 19:00;29.05.2023 19:15;10.804,50;4.488,50;446,75
29.05.2023 19:15;29.05.2023 19:30;10.736,00;4.811,25;156,50
29.05.2023 19:30;29.05.2023 19:45;10.722,25;5.085,75;19,75
29.05.2023 19:45;29.05.2023 20:00;10.663,50;5.273,00;18,75
29.05.2023 20:00;29.05.2023 20:15;10.748,25;5.654,25;63,00
29.05.2023 20:15;29.05.2023 20:30;10.691,00;5.860,75;44,75
29.05.2023 20:30;29.05.2023 20:45;10.608,75;5.963,25;51,50
29.05.2023 20:45;29.05.2023 21:00;10.553,50;6.015,50;51,25
29.05.2023 21:00;29.05.2023 21:15;10.481,50;5.910,25;52,00
29.05.2023 21:15;29.05.2023 21:30;10.485,50;5.785,00;61,50
29.05.2023 21:30;29.05.2023 21:45;10.529,50;5.793,50;83,50
29.05.2023 21:45;29.05.2023 22:00;10.623,25;5.820,75;122,75
29.05.2023 22:00;29.05.2023 22:15;10.636,00;5.856,50;64,25
29.05.2023 22:15;29.05.2023 22:30;10.525,00;5.721,50;62,75
29.05.2023 22:30;29.05.2023 22:45;10.353,75;5.538,50;19,50
29.05.2023 22:45;29.05.2023 23:00;10.187,00;5.358,75;80,00
29.05.2023 23:00;29.05.2023 23:15;9.959,50;5.150,75;59,25
29.05.2023 23:15;29.05.2023 23:30;9.803,25;5.017,75;105,00
29.05.2023 23:30;29.05.2023 23:45;9.630,50;4.922,75;138,50
29.05.2023 23:45;30.05.2023 00:00;9.385,75;4.734,75;245,25
30.05.2023 00:00;30.05.2023 00:15;9.270,50;4.693,75;138,50
30.05.2023 00:15;30.05.2023 00:30;9.211,00;4.782,50;184,75
30.05.2023 00:30;30.05.2023 00:45;9.092,25;4.791,25;200,75
30.05.2023 00:45;30.05.2023 01:00;8.976,75;4.799,50;226,50
30.05.2023 01:00;30.05.2023 01:15;8.946,50;4.914,50;125,00
30.05.2023 01:15;30.05.2023 01:30;8.959,75;5.046,25;204,75
30.05.2023 01:30;30.05.2023 01:45;8.908,75;5.116,50;204,00
30.05.2023 01:45;30.05.2023 02:00;8.843,25;5.146,25;208,00
30.05.2023 02:00;30.05.2023 02:15;8.786,25;5.169,00;408,25
30.05.2023 02:15;30.05.2023 02:30;8.716,25;5.226,75;405,75
30.05.2023 02:30;30.05.2023 02:45;8.772,00;5.367,25;406,00
30.05.2023 02:45;30.05.2023 03:00;8.648,50;5.297,75;341,75
30.05.2023 03:00;30.05.2023 03:15;8.753,25;5.473,75;303,00
30.05.2023 03:15;30.05.2023 03:30;8.785,25;5.565,25;321,75
30.05.2023 03:30;30.05.2023 03:45;8.805,50;5.625,00;324,75
30.05.2023 03:45;30.05.2023 04:00;8.840,25;5.677,75;326,25
30.05.2023 04:00;30.05.2023 04:15;8.984,50;5.845,75;282,50
30.05.2023 04:15;30.05.2023 04:30;9.056,50;5.942,00;291,75
30.05.2023 04:30;30.05.2023 04:45;9.142,00;6.060,00;159,00
30.05.2023 04:45;30.05.2023 05:00;9.255,75;6.208,75;116,25
30.05.2023 05:00;30.05.2023 05:15;9.594,50;6.592,00;270,25
30.05.2023 05:15;30.05.2023 05:30;9.700,50;6.774,25;352,75
30.05.2023 05:30;30.05.2023 05:45;10.015,00;7.137,00;141,25
30.05.2023 05:45;30.05.2023 06:00;10.358,25;7.442,00;20,00
30.05.2023 06:00;30.05.2023 06:15;11.064,00;8.053,75;70,50
30.05.2023 06:15;30.05.2023 06:30;11.509,75;8.406,50;9,25
30.05.2023 06:30;30.05.2023 06:45;11.880,50;8.614,75;9,00
30.05.2023 06:45;30.05.2023 07:00;12.250,75;8.831,25;9,00
30.05.2023 07:00;30.05.2023 07:15;12.616,00;9.040,25;3,75
30.05.2023 07:15;30.05.2023 07:30;12.954,25;9.160,00;2,50
30.05.2023 07:30;30.05.2023 07:45;13.288,75;9.256,00;2,25
30.05.2023 07:45;30.05.2023 08:00;13.508,50;9.174,50;1,75
30.05.2023 08:00;30.05.2023 08:15;13.742,25;9.079,25;1,25
30.05.2023 08:15;30.05.2023 08:30;13.921,00;8.872,50;2,00
30.05.2023 08:30;30.05.2023 08:45;14.072,25;8.602,00;2,25
30.05.2023 08:45;30.05.2023 09:00;14.112,75;8.167,00;9,00
30.05.2023 09:00;30.05.2023 09:15;14.083,75;7.660,00;15,75
30.05.2023 09:15;30.05.2023 09:30;14.153,75;7.308,25;25,00
30.05.2023 09:30;30.05.2023 09:45;14.291,75;7.021,50;31,00
30.05.2023 09:45;30.05.2023 10:00;14.381,50;6.701,00;192,75
30.05.2023 10:00;30.05.2023 10:15;14.370,50;6.241,50;53,00
30.05.2023 10:15;30.05.2023 10:30;14.339,75;5.800,00;90,25
30.05.2023 10:30;30.05.2023 10:45;14.406,75;5.513,75;285,00
30.05.2023 10:45;30.05.2023 11:00;14.419,75;5.215,00;381,00
30.05.2023 11:00;30.05.2023 11:15;14.403,50;4.829,00;148,25
30.05.2023 11:15;30.05.2023 11:30;14.474,75;4.675,00;150,75
30.05.2023 11:30;30.05.2023 11:45;14.475,75;4.445,50;287,75
30.05.2023 11:45;30.05.2023 12:00;14.450,00;4.217,50;366,50
30.05.2023 12:00;30.05.2023 12:15;14.347,25;4.010,75;627,50
30.05.2023 12:15;30.05.2023 12:30;14.329,50;3.980,75;743,25
30.05.2023 12:30;30.05.2023 12:45;14.381,75;4.077,75;738,75
30.05.2023 12:45;30.05.2023 13:00;14.411,25;4.132,50;808,00
30.05.2023 13:00;30.05.2023 13:15;14.438,75;4.127,50;532,25
30.05.2023 13:15;30.05.2023 13:30;14.305,00;4.018,75;568,50
30.05.2023 13:30;30.05.2023 13:45;14.105,25;3.842,00;677,75
30.05.2023 13:45;30.05.2023 14:00;13.958,50;3.723,50;748,75
30.05.2023 14:00;30.05.2023 14:15;13.941,00;3.788,75;832,25
30.05.2023 14:15;30.05.2023 14:30;13.942,00;3.930,75;827,50
30.05.2023 14:30;30.05.2023 14:45;13.912,00;4.023,50;890,25
30.05.2023 14:45;30.05.2023 15:00;13.850,25;4.095,00;889,00
30.05.2023 15:00;30.05.2023 15:15;13.798,75;4.250,00;921,75
30.05.2023 15:15;30.05.2023 15:30;13.700,25;4.346,50;870,00
30.05.2023 15:30;30.05.2023 15:45;13.612,25;4.494,25;688,25
30.05.2023 15:45;30.05.2023 16:00;13.578,50;4.702,25;572,25
30.05.2023 16:00;30.05.2023 16:15;13.555,75;4.972,25;879,75
30.05.2023 16:15;30.05.2023 16:30;13.466,50;5.198,50;711,25
30.05.2023 16:30;30.05.2023 16:45;13.420,50;5.473,50;496,25
30.05.2023 16:45;30.05.2023 17:00;13.454,00;5.815,75;359,00
30.05.2023 17:00;30.05.2023 17:15;13.542,25;6.252,25;486,50
30.05.2023 17:15;30.05.2023 17:30;13.467,25;6.611,25;326,75
30.05.2023 17:30;30.05.2023 17:45;13.430,25;7.035,25;157,50
30.05.2023 17:45;30.05.2023 18:00;13.527,25;7.591,75;184,75
30.05.2023 18:00;30.05.2023 18:15;13.552,75;8.087,50;149,00
30.05.2023 18:15;30.05.2023 18:30;13.555,75;8.547,50;128,50
30.05.2023 18:30;30.05.2023 18:45;13.540,00;9.001,75;61,75
30.05.2023 18:45;30.05.2023 19:00;13.519,25;9.431,75;26,25
30.05.2023 19:00;30.05.2023 19:15;13.537,25;9.881,00;4,00
30.05.2023 19:15;30.05.2023 19:30;13.480,00;10.210,25;4,00
30.05.2023 19:30;30.05.2023 19:45;13.468,75;10.503,75;3,50
30.05.2023 19:45;30.05.2023 20:00;13.455,75;10.773,00;3,00
30.05.2023 20:00;30.05.2023 20:15;13.356,00;10.894,25;2,25
30.05.2023 20:15;30.05.2023 20:30;13.195,75;10.929,00;2,25
30.05.2023 20:30;30.05.2023 20:45;13.042,00;10.928,75;2,25
30.05.2023 20:45;30.05.2023 21:00;12.936,00;10.849,50;2,25
30.05.2023 21:00;30.05.2023 21:15;12.792,50;10.639,75;2,25
30.05.2023 21:15;30.05.2023 21:30;12.611,50;10.320,00;2,25
30.05.2023 21:30;30.05.2023 21:45;12.547,50;10.081,00;2,25
30.05.2023 21:45;30.05.2023 22:00;12.492,25;9.877,50;3,75
30.05.2023 22:00;30.05.2023 22:15;12.360,50;9.618,00;5,00
30.05.2023 22:15;30.05.2023 22:30;12.130,00;9.210,75;60,75
30.05.2023 22:30;30.05.2023 22:45;11.871,00;8.810,50;98,25
30.05.2023 22:45;30.05.2023 23:00;11.626,75;8.490,00;108,50
30.05.2023 23:00;30.05.2023 23:15;11.263,25;8.079,50;80,50
30.05.2023 23:15;30.05.2023 23:30;11.075,00;7.850,75;164,25
30.05.2023 23:30;30.05.2023 23:45;10.859,75;7.581,25;170,75
30.05.2023 23:45;31.05.2023 00:00;10.661,25;7.374,50;169,00
31.05.2023 00:00;31.05.2023 00:15;10.595,25;7.333,00;83,75
31.05.2023 00:15;31.05.2023 00:30;10.451,25;7.199,75;89,00
31.05.2023 00:30;31.05.2023 00:45;10.291,00;7.064,00;152,25
31.05.2023 00:45;31.05.2023 01:00;10.145,75;6.953,00;160,75
31.05.2023 01:00;31.05.2023 01:15;10.046,50;6.906,25;105,50
31.05.2023 01:15;31.05.2023 01:30;9.945,50;6.864,25;132,00
31.05.2023 01:30;31.05.2023 01:45;9.831,00;6.822,00;152,75
31.05.2023 01:45;31.05.2023 02:00;9.753,00;6.792,75;178,25
31.05.2023 02:00;31.05.2023 02:15;9.731,50;6.854,50;177,25
31.05.2023 02:15;31.05.2023 02:30;9.700,75;6.904,25;189,25
31.05.2023 02:30;31.05.2023 02:45;9.699,25;6.993,25;187,00
31.05.2023 02:45;31.05.2023 03:00;9.737,75;7.070,75;182,25
31.05.2023 03:00;31.05.2023 03:15;9.790,75;7.188,50;271,75
31.05.2023 03:15;31.05.2023 03:30;9.815,25;7.260,00;295,50
31.05.2023 03:30;31.05.2023 03:45;9.814,00;7.319,25;286,50
31.05.2023 03:45;31.05.2023 04:00;9.851,00;7.412,00;177,00
31.05.2023 04:00;31.05.2023 04:15;9.927,00;7.540,25;149,75
31.05.2023 04:15;31.05.2023 04:30;9.950,75;7.589,75;135,00
31.05.2023 04:30;31.05.2023 04:45;10.026,75;7.687,50;76,75
31.05.2023 04:45;31.05.2023 05:00;10.132,50;7.862,00;35,50
31.05.2023 05:00;31.05.2023 05:15;10.401,00;8.143,50;76,50
31.05.2023 05:15;31.05.2023 05:30;10.522,75;8.260,50;66,50
31.05.2023 05:30;31.05.2023 05:45;10.754,75;8.471,50;40,50
31.05.2023 05:45;31.05.2023 06:00;11.123,00;8.784,00;45,50
31.05.2023 06:00;31.05.2023 06:15;11.871,00;9.399,25;6,00
31.05.2023 06:15;31.05.2023 06:30;12.346,25;9.724,50;3,00
31.05.2023 06:30;31.05.2023 06:45;12.720,00;9.871,25;2,00
31.05.2023 06:45;31.05.2023 07:00;13.038,00;9.929,75;2,00
31.05.2023 07:00;31.05.2023 07:15;13.408,00;9.985,00;1,75
31.05.2023 07:15;31.05.2023 07:30;13.690,50;9.938,75;1,50
31.05.2023 07:30;31.05.2023 07:45;13.952,50;9.814,50;1,50
31.05.2023 07:45;31.05.2023 08:00;14.164,00;9.615,50;3,00
31.05.2023 08:00;31.05.2023 08:15;14.320,75;9.326,00;3,25
31.05.2023 08:15;31.05.2023 08:30;14.478,25;8.988,75;5,25
31.05.2023 08:30;31.05.2023 08:45;14.550,25;8.487,25;10,75
31.05.2023 08:45;31.05.2023 09:00;14.578,25;7.919,50;134,50
31.05.2023 09:00;31.05.2023 09:15;14.449,75;7.213,25;77,25
31.05.2023 09:15;31.05.2023 09:30;14.525,75;6.704,25;131,00
31.05.2023 09:30;31.05.2023 09:45;14.586,50;6.178,00;270,25
31.05.2023 09:45;31.05.2023 10:00;14.686,25;5.759,00;452,50
31.05.2023 10:00;31.05.2023 10:15;14.651,25;5.241,25;441,50
31.05.2023 10:15;31.05.2023 10:30;14.601,75;4.705,25;451,00
31.05.2023 10:30;31.05.2023 10:45;14.646,75;4.310,00;538,25
31.05.2023 10:45;31.05.2023 11:00;14.708,00;3.951,50;689,00
31.05.2023 11:00;31.05.2023 11:15;14.735,00;3.561,25;431,75
31.05.2023 11:15;31.05.2023 11:30;14.777,75;3.297,00;811,50
31.05.2023 11:30;31.05.2023 11:45;14.874,50;3.129,25;1.106,75
31.05.2023 11:45;31.05.2023 12:00;14.942,00;3.087,25;1.151,25
31.05.2023 12:00;31.05.2023 12:15;14.888,00;2.873,00;1.080,50
31.05.2023 12:15;31.05.2023 12:30;14.797,25;2.614,50;1.194,50
31.05.2023 12:30;31.05.2023 12:45;14.736,75;2.456,00;1.190,00
31.05.2023 12:45;31.05.2023 13:00;14.786,25;2.499,00;1.216,75
31.05.2023 13:00;31.05.2023 13:15;14.704,25;2.324,25;1.227,00
31.05.2023 13:15;31.05.2023 13:30;14.634,00;2.166,50;1.233,25
31.05.2023 13:30;31.05.2023 13:45;14.544,50;2.061,75;1.230,75
31.05.2023 13:45;31.05.2023 14:00;14.405,75;1.937,75;1.243,25
31.05.2023 14:00;31.05.2023 14:15;14.324,50;1.922,50;1.322,50
31.05.2023 14:15;31.05.2023 14:30;14.231,75;1.890,00;1.272,50
31.05.2023 14:30;31.05.2023 14:45;14.200,75;1.976,50;1.230,25
31.05.2023 14:45;31.05.2023 15:00;14.010,50;1.940,00;1.147,00
31.05.2023 15:00;31.05.2023 15:15;14.018,50;2.153,25;1.176,50
31.05.2023 15:15;31.05.2023 15:30;13.982,75;2.251,00;1.142,25
31.05.2023 15:30;31.05.2023 15:45;13.992,75;2.457,25;1.094,50
31.05.2023 15:45;31.05.2023 16:00;13.964,25;2.669,25;1.004,00
31.05.2023 16:00;31.05.2023 16:15;13.992,75;2.979,25;1.047,00
31.05.2023 16:15;31.05.2023 16:30;13.896,50;3.210,50;945,50
31.05.2023 16:30;31.05.2023 16:45;13.871,25;3.565,50;737,25
31.05.2023 16:45;31.05.2023 17:00;13.898,25;3.991,00;519,25
31.05.2023 17:00;31.05.2023 17:15;13.978,25;4.516,00;795,25
31.05.2023 17:15;31.05.2023 17:30;13.945,75;4.938,25;522,75
31.05.2023 17:30;31.05.2023 17:45;13.922,00;5.454,00;417,25
31.05.2023 17:45;31.05.2023 18:00;13.973,25;6.060,75;212,00
31.05.2023 18:00;31.05.2023 18:15;14.031,25;6.666,25;242,25
31.05.2023 18:15;31.05.2023 18:30;13.988,25;7.151,75;201,75
31.05.2023 18:30;31.05.2023 18:45;13.954,75;7.646,25;14,25
31.05.2023 18:45;31.05.2023 19:00;14.061,00;8.297,75;2,75
31.05.2023 19:00;31.05.2023 19:15;14.156,50;8.854,50;86,75
31.05.2023 19:15;31.05.2023 19:30;14.004,25;9.099,25;43,00
31.05.2023 19:30;31.05.2023 19:45;13.955,50;9.409,00;7,25
31.05.2023 19:45;31.05.2023 20:00;13.949,25;9.712,75;4,00
31.05.2023 20:00;31.05.2023 20:15;13.914,75;9.904,00;3,75
31.05.2023 20:15;31.05.2023 20:30;13.790,25;9.941,50;3,50
31.05.2023 20:30;31.05.2023 20:45;13.701,50;10.005,75;0,25
31.05.2023 20:45;31.05.2023 21:00;13.533,25;9.945,00;0,00
31.05.2023 21:00;31.05.2023 21:15;13.427,25;9.768,25;0,00
31.05.2023 21:15;31.05.2023 21:30;13.229,75;9.411,00;0,00
31.05.2023 21:30;31.05.2023 21:45;13.174,75;9.242,75;0,00
31.05.2023 21:45;31.05.2023 22:00;13.064,75;8.982,75;1,25
31.05.2023 22:00;31.05.2023 22:15;12.970,50;8.819,00;2,50
31.05.2023 22:15;31.05.2023 22:30;12.694,75;8.417,00;20,75
31.05.2023 22:30;31.05.2023 22:45;12.344,00;7.997,00;2,25
31.05.2023 22:45;31.05.2023 23:00;12.142,50;7.726,25;26,25
31.05.2023 23:00;31.05.2023 23:15;11.864,75;7.398,75;11,25
31.05.2023 23:15;31.05.2023 23:30;11.629,75;7.175,25;6,50
31.05.2023 23:30;31.05.2023 23:45;11.398,00;6.937,25;23,50
31.05.2023 23:45;01.06.2023 00:00;11.268,25;6.853,00;93,00
01.06.2023 00:00;01.06.2023 00:15;11.053,50;6.819,00;129,25
01.06.2023 00:15;01.06.2023 00:30;10.916,75;6.747,25;176,75
01.06.2023 00:30;01.06.2023 00:45;10.795,50;6.674,75;189,75
01.06.2023 00:45;01.06.2023 01:00;10.685,75;6.593,00;230,25
01.06.2023 01:00;01.06.2023 01:15;10.582,75;6.542,00;166,25
