Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
01.06.2023 01:15;01.06.2023 01:30;10.474,00;6.517,50;197,25
01.06.2023 01:30;01.06.2023 01:45;10.379,50;6.432,50;218,50
01.06.2023 01:45;01.06.2023 02:00;10.339,00;6.450,50;258,25
01.06.2023 02:00;01.06.2023 02:15;10.203,25;6.409,25;364,50
01.06.2023 02:15;01.06.2023 02:30;10.222,50;6.457,75;474,75
01.06.2023 02:30;01.06.2023 02:45;10.261,25;6.506,00;439,50
01.06.2023 02:45;01.06.2023 03:00;10.272,50;6.534,25;545,75
01.06.2023 03:00;01.06.2023 03:15;10.349,75;6.606,50;717,50
01.06.2023 03:15;01.06.2023 03:30;10.321,25;6.593,00;761,75
01.06.2023 03:30;01.06.2023 03:45;10.298,75;6.591,00;796,00
01.06.2023 03:45;01.06.2023 04:00;10.343,25;6.658,50;810,00
01.06.2023 04:00;01.06.2023 04:15;10.501,75;6.745,75;690,25
01.06.2023 04:15;01.06.2023 04:30;10.567,50;6.836,00;653,25
01.06.2023 04:30;01.06.2023 04:45;10.637,50;6.956,25;570,00
01.06.2023 04:45;01.06.2023 05:00;10.672,50;7.028,50;426,00
01.06.2023 05:00;01.06.2023 05:15;10.902,25;7.119,00;351,75
01.06.2023 05:15;01.06.2023 05:30;10.930,25;7.118,00;328,50
01.06.2023 05:30;01.06.2023 05:45;11.110,75;7.327,25;213,25
01.06.2023 05:45;01.06.2023 06:00;11.461,00;7.608,50;116,50
01.06.2023 06:00;01.06.2023 06:15;12.215,25;8.270,25;271,25
01.06.2023 06:15;01.06.2023 06:30;12.668,00;8.616,75;87,00
01.06.2023 06:30;01.06.2023 06:45;12.965,00;8.720,25;13,50
01.06.2023 06:45;01.06.2023 07:00;13.215,00;8.769,00;7,75
01.06.2023 07:00;01.06.2023 07:15;13.714,75;9.136,25;3,75
01.06.2023 07:15;01.06.2023 07:30;13.932,25;9.085,00;2,00
01.06.2023 07:30;01.06.2023 07:45;14.170,50;9.005,75;1,75
01.06.2023 07:45;01.06.2023 08:00;14.326,75;8.906,50;3,25
01.06.2023 08:00;01.06.2023 08:15;14.520,00;8.934,50;1,50
01.06.2023 08:15;01.06.2023 08:30;14.705,75;8.755,00;1,25
01.06.2023 08:30;01.06.2023 08:45;14.703,00;8.378,75;2,00
01.06.2023 08:45;01.06.2023 09:00;14.739,00;7.973,00;2,25
01.06.2023 09:00;01.06.2023 09:15;14.616,75;7.401,25;2,75
01.06.2023 09:15;01.06.2023 09:30;14.682,50;6.986,75;13,25
01.06.2023 09:30;01.06.2023 09:45;14.782,50;6.596,75;24,75
01.06.2023 09:45;01.06.2023 10:00;14.845,50;6.259,75;115,50
01.06.2023 10:00;01.06.2023 10:15;14.855,00;5.822,50;122,75
01.06.2023 10:15;01.06.2023 10:30;14.880,00;5.468,75;146,75
01.06.2023 10:30;01.06.2023 10:45;14.932,00;5.193,00;172,50
01.06.2023 10:45;01.06.2023 11:00;15.040,25;5.000,50;257,25
01.06.2023 11:00;01.06.2023 11:15;14.946,00;4.568,25;305,25
01.06.2023 11:15;01.06.2023 11:30;14.985,50;4.349,75;320,25
01.06.2023 11:30;01.06.2023 11:45;15.069,75;4.171,50;334,75
01.06.2023 11:45;01.06.2023 12:00;15.070,25;3.976,75;373,75
01.06.2023 12:00;01.06.2023 12:15;15.053,00;3.851,75;362,00
01.06.2023 12:15;01.06.2023 12:30;15.007,00;3.664,00;548,00
01.06.2023 12:30;01.06.2023 12:45;15.011,75;3.580,00;601,75
01.06.2023 12:45;01.06.2023 13:00;14.970,50;3.432,50;664,25
01.06.2023 13:00;01.06.2023 13:15;14.927,50;3.207,50;614,00
01.06.2023 13:15;01.06.2023 13:30;14.876,00;3.172,50;732,50
01.06.2023 13:30;01.06.2023 13:45;14.764,50;3.064,75;751,25
01.06.2023 13:45;01.06.2023 14:00;14.642,50;2.932,00;767,50
01.06.2023 14:00;01.06.2023 14:15;14.595,75;3.105,00;835,00
01.06.2023 14:15;01.06.2023 14:30;14.418,00;2.992,50;846,25
01.06.2023 14:30;01.06.2023 14:45;14.361,25;2.991,50;873,00
01.06.2023 14:45;01.06.2023 15:00;14.328,25;3.051,00;817,25
01.06.2023 15:00;01.06.2023 15:15;14.338,25;3.163,75;1.084,00
01.06.2023 15:15;01.06.2023 15:30;14.244,50;3.220,75;1.122,25
01.06.2023 15:30;01.06.2023 15:45;14.241,00;3.396,50;1.123,00
01.06.2023 15:45;01.06.2023 16:00;14.181,00;3.565,50;902,50
01.06.2023 16:00;01.06.2023 16:15;14.166,50;3.826,75;930,50
01.06.2023 16:15;01.06.2023 16:30;14.041,50;4.003,00;974,00
01.06.2023 16:30;01.06.2023 16:45;13.959,00;4.222,75;781,50
01.06.2023 16:45;01.06.2023 17:00;13.874,50;4.525,75;600,00
01.06.2023 17:00;01.06.2023 17:15;14.254,00;4.995,00;1.190,50
01.06.2023 17:15;01.06.2023 17:30;14.283,75;5.401,50;1.018,25
01.06.2023 17:30;01.06.2023 17:45;14.160,25;5.701,25;677,75
01.06.2023 17:45;01.06.2023 18:00;14.085,75;6.111,25;395,50
01.06.2023 18:00;01.06.2023 18:15;14.147,00;6.584,25;595,00
01.06.2023 18:15;01.06.2023 18:30;14.102,75;7.016,00;279,25
01.06.2023 18:30;01.06.2023 18:45;14.026,25;7.426,00;140,25
01.06.2023 18:45;01.06.2023 19:00;14.139,00;7.956,25;90,25
01.06.2023 19:00;01.06.2023 19:15;14.156,50;8.248,25;92,00
01.06.2023 19:15;01.06.2023 19:30;14.048,75;8.484,25;50,50
01.06.2023 19:30;01.06.2023 19:45;14.019,00;8.694,75;13,25
01.06.2023 19:45;01.06.2023 20:00;13.912,75;8.805,50;12,00
01.06.2023 20:00;01.06.2023 20:15;13.871,75;8.932,50;9,75
01.06.2023 20:15;01.06.2023 20:30;13.674,25;8.957,75;2,50
01.06.2023 20:30;01.06.2023 20:45;13.545,25;9.060,75;1,75
01.06.2023 20:45;01.06.2023 21:00;13.364,50;9.055,00;1,75
01.06.2023 21:00;01.06.2023 21:15;13.259,00;8.948,75;0,25
01.06.2023 21:15;01.06.2023 21:30;13.132,50;8.753,75;0,25
01.06.2023 21:30;01.06.2023 21:45;13.097,00;8.694,25;0,00
01.06.2023 21:45;01.06.2023 22:00;13.057,75;8.682,00;0,00
01.06.2023 22:00;01.06.2023 22:15;13.025,50;8.609,50;0,00
01.06.2023 22:15;01.06.2023 22:30;12.824,00;8.383,50;1,00
01.06.2023 22:30;01.06.2023 22:45;12.572,75;8.162,50;2,50
01.06.2023 22:45;01.06.2023 23:00;12.381,75;7.952,00;18,75
01.06.2023 23:00;01.06.2023 23:15;12.187,50;7.831,75;255,25
01.06.2023 23:15;01.06.2023 23:30;11.877,25;7.620,25;234,25
01.06.2023 23:30;01.06.2023 23:45;11.706,75;7.558,00;321,00
01.06.2023 23:45;02.06.2023 00:00;11.458,75;7.404,75;381,75
02.06.2023 00:00;02.06.2023 00:15;11.176,00;7.143,25;34,00
02.06.2023 00:15;02.06.2023 00:30;11.070,25;7.083,25;48,25
02.06.2023 00:30;02.06.2023 00:45;10.950,75;6.982,25;87,25
02.06.2023 00:45;02.06.2023 01:00;10.822,00;6.940,50;100,75
02.06.2023 01:00;02.06.2023 01:15;10.582,75;6.851,00;220,25
02.06.2023 01:15;02.06.2023 01:30;10.437,50;6.830,25;256,50
02.06.2023 01:30;02.06.2023 01:45;10.325,75;6.824,00;249,25
02.06.2023 01:45;02.06.2023 02:00;10.289,50;6.868,75;292,75
02.06.2023 02:00;02.06.2023 02:15;10.238,50;6.856,25;415,75
02.06.2023 02:15;02.06.2023 02:30;10.182,00;6.870,00;425,00
02.06.2023 02:30;02.06.2023 02:45;10.166,50;6.943,25;393,25
02.06.2023 02:45;02.06.2023 03:00;10.135,00;7.006,50;359,00
02.06.2023 03:00;02.06.2023 03:15;10.118,75;7.109,50;516,25
02.06.2023 03:15;02.06.2023 03:30;10.105,25;7.165,25;540,00
02.06.2023 03:30;02.06.2023 03:45;10.077,75;7.214,75;476,50
02.06.2023 03:45;02.06.2023 04:00;10.079,50;7.288,50;366,00
02.06.2023 04:00;02.06.2023 04:15;10.224,50;7.487,25;416,75
02.06.2023 04:15;02.06.2023 04:30;10.302,75;7.610,75;372,25
02.06.2023 04:30;02.06.2023 04:45;10.387,00;7.720,25;173,75
02.06.2023 04:45;02.06.2023 05:00;10.450,25;7.836,25;238,75
02.06.2023 05:00;02.06.2023 05:15;10.649,00;8.095,75;395,75
02.06.2023 05:15;02.06.2023 05:30;10.740,00;8.212,50;419,25
02.06.2023 05:30;02.06.2023 05:45;11.031,25;8.541,25;292,50
02.06.2023 05:45;02.06.2023 06:00;11.282,75;8.780,25;210,25
02.06.2023 06:00;02.06.2023 06:15;11.932,25;9.339,00;46,75
02.06.2023 06:15;02.06.2023 06:30;12.322,75;9.637,50;4,00
02.06.2023 06:30;02.06.2023 06:45;12.690,50;9.882,50;3,25
02.06.2023 06:45;02.06.2023 07:00;12.944,00;9.958,25;1,75
02.06.2023 07:00;02.06.2023 07:15;13.422,00;10.265,25;1,50
02.06.2023 07:15;02.06.2023 07:30;13.737,00;10.371,00;1,00
02.06.2023 07:30;02.06.2023 07:45;13.901,25;10.262,00;0,25
02.06.2023 07:45;02.06.2023 08:00;14.064,00;10.116,00;0,00
02.06.2023 08:00;02.06.2023 08:15;14.338,00;10.002,25;0,00
02.06.2023 08:15;02.06.2023 08:30;14.492,75;9.708,00;0,25
02.06.2023 08:30;02.06.2023 08:45;14.667,25;9.408,25;7,00
02.06.2023 08:45;02.06.2023 09:00;14.682,50;8.959,00;103,50
02.06.2023 09:00;02.06.2023 09:15;14.642,25;8.451,75;6,25
02.06.2023 09:15;02.06.2023 09:30;14.703,75;7.983,50;40,75
02.06.2023 09:30;02.06.2023 09:45;14.767,75;7.553,50;115,00
02.06.2023 09:45;02.06.2023 10:00;14.830,50;7.112,50;259,25
02.06.2023 10:00;02.06.2023 10:15;14.787,75;6.570,25;81,00
02.06.2023 10:15;02.06.2023 10:30;14.803,25;6.153,25;136,50
02.06.2023 10:30;02.06.2023 10:45;14.778,50;5.688,25;322,00
02.06.2023 10:45;02.06.2023 11:00;14.776,50;5.315,50;642,25
02.06.2023 11:00;02.06.2023 11:15;14.765,00;4.921,50;384,00
02.06.2023 11:15;02.06.2023 11:30;14.806,50;4.676,50;485,25
02.06.2023 11:30;02.06.2023 11:45;14.777,25;4.401,50;418,75
02.06.2023 11:45;02.06.2023 12:00;14.834,25;4.250,75;759,75
02.06.2023 12:00;02.06.2023 12:15;14.748,00;3.992,50;583,25
02.06.2023 12:15;02.06.2023 12:30;14.651,50;3.768,00;674,50
02.06.2023 12:30;02.06.2023 12:45;14.489,25;3.529,00;751,50
02.06.2023 12:45;02.06.2023 13:00;14.484,00;3.469,00;789,75
02.06.2023 13:00;02.06.2023 13:15;14.443,75;3.380,00;745,25
02.06.2023 13:15;02.06.2023 13:30;14.313,75;3.254,50;922,50
02.06.2023 13:30;02.06.2023 13:45;14.222,75;3.197,50;1.125,50
02.06.2023 13:45;02.06.2023 14:00;14.093,75;3.101,75;1.215,00
02.06.2023 14:00;02.06.2023 14:15;14.108,75;3.217,00;1.182,00
02.06.2023 14:15;02.06.2023 14:30;14.024,50;3.246,25;1.110,00
02.06.2023 14:30;02.06.2023 14:45;13.905,25;3.221,00;1.134,25
02.06.2023 14:45;02.06.2023 15:00;13.817,50;3.295,00;1.126,75
02.06.2023 15:00;02.06.2023 15:15;13.863,25;3.522,50;1.060,75
02.06.2023 15:15;02.06.2023 15:30;13.796,75;3.613,75;1.030,75
02.06.2023 15:30;02.06.2023 15:45;13.740,00;3.813,75;1.022,75
02.06.2023 15:45;02.06.2023 16:00;13.661,75;3.910,75;904,00
02.06.2023 16:00;02.06.2023 16:15;13.650,25;4.217,25;985,50
02.06.2023 16:15;02.06.2023 16:30;13.545,50;4.452,50;657,00
02.06.2023 16:30;02.06.2023 16:45;13.449,50;4.660,50;531,75
02.06.2023 16:45;02.06.2023 17:00;13.458,25;4.977,75;419,25
02.06.2023 17:00;02.06.2023 17:15;13.473,50;5.330,50;723,25
02.06.2023 17:15;02.06.2023 17:30;13.437,25;5.708,25;326,50
02.06.2023 17:30;02.06.2023 17:45;13.470,25;6.157,25;67,25
02.06.2023 17:45;02.06.2023 18:00;13.442,50;6.543,50;37,50
02.06.2023 18:00;02.06.2023 18:15;13.471,75;6.992,25;330,00
02.06.2023 18:15;02.06.2023 18:30;13.337,25;7.301,75;141,75
02.06.2023 18:30;02.06.2023 18:45;13.396,25;7.768,25;40,25
02.06.2023 18:45;02.06.2023 19:00;13.393,75;8.117,75;5,00
02.06.2023 19:00;02.06.2023 19:15;13.383,50;8.464,00;3,75
02.06.2023 19:15;02.06.2023 19:30;13.257,25;8.656,50;3,75
02.06.2023 19:30;02.06.2023 19:45;13.122,00;8.809,25;2,75
02.06.2023 19:45;02.06.2023 20:00;13.060,25;8.959,50;1,75
02.06.2023 20:00;02.06.2023 20:15;12.921,50;9.058,00;0,50
02.06.2023 20:15;02.06.2023 20:30;12.780,50;9.151,75;0,50
02.06.2023 20:30;02.06.2023 20:45;12.668,00;9.235,50;0,50
02.06.2023 20:45;02.06.2023 21:00;12.537,00;9.189,50;0,50
02.06.2023 21:00;02.06.2023 21:15;12.449,25;9.042,00;0,25
02.06.2023 21:15;02.06.2023 21:30;12.294,50;8.699,75;0,25
02.06.2023 21:30;02.06.2023 21:45;12.219,25;8.484,00;0,25
02.06.2023 21:45;02.06.2023 22:00;12.068,00;8.197,00;72,50
02.06.2023 22:00;02.06.2023 22:15;11.900,75;7.869,25;100,00
02.06.2023 22:15;02.06.2023 22:30;11.682,25;7.484,25;103,25
02.06.2023 22:30;02.06.2023 22:45;11.459,25;7.121,75;2,25
02.06.2023 22:45;02.06.2023 23:00;11.313,00;6.861,75;44,00
02.06.2023 23:00;02.06.2023 23:15;11.075,50;6.573,50;106,00
02.06.2023 23:15;02.06.2023 23:30;10.846,25;6.320,50;138,00
02.06.2023 23:30;02.06.2023 23:45;10.645,50;6.104,25;216,25
02.06.2023 23:45;03.06.2023 00:00;10.449,75;5.921,25;201,75
03.06.2023 00:00;03.06.2023 00:15;10.171,50;5.706,50;31,50
03.06.2023 00:15;03.06.2023 00:30;10.170,50;5.767,75;26,00
03.06.2023 00:30;03.06.2023 00:45;9.959,25;5.633,25;29,75
03.06.2023 00:45;03.06.2023 01:00;9.834,75;5.582,50;99,75
03.06.2023 01:00;03.06.2023 01:15;9.719,00;5.590,50;29,75
03.06.2023 01:15;03.06.2023 01:30;9.650,00;5.632,75;31,00
03.06.2023 01:30;03.06.2023 01:45;9.572,00;5.635,75;33,75
03.06.2023 01:45;03.06.2023 02:00;9.503,50;5.659,25;35,25
03.06.2023 02:00;03.06.2023 02:15;9.406,75;5.675,50;75,50
03.06.2023 02:15;03.06.2023 02:30;9.372,75;5.739,50;62,00
03.06.2023 02:30;03.06.2023 02:45;9.303,75;5.778,50;49,25
03.06.2023 02:45;03.06.2023 03:00;9.240,50;5.806,25;45,75
03.06.2023 03:00;03.06.2023 03:15;9.238,25;5.874,50;78,00
03.06.2023 03:15;03.06.2023 03:30;9.235,25;5.941,75;130,75
03.06.2023 03:30;03.06.2023 03:45;9.196,75;5.965,75;125,50
03.06.2023 03:45;03.06.2023 04:00;9.211,50;6.056,25;131,50
03.06.2023 04:00;03.06.2023 04:15;9.281,25;6.206,75;187,75
03.06.2023 04:15;03.06.2023 04:30;9.301,25;6.320,75;169,25
03.06.2023 04:30;03.06.2023 04:45;9.284,00;6.373,75;169,25
03.06.2023 04:45;03.06.2023 05:00;9.229,25;6.389,25;180,50
03.06.2023 05:00;03.06.2023 05:15;9.314,25;6.477,50;168,50
03.06.2023 05:15;03.06.2023 05:30;9.267,00;6.427,00;163,75
03.06.2023 05:30;03.06.2023 05:45;9.244,00;6.403,75;187,00
03.06.2023 05:45;03.06.2023 06:00;9.335,00;6.453,75;143,25
03.06.2023 06:00;03.06.2023 06:15;9.476,00;6.506,50;134,50
03.06.2023 06:15;03.06.2023 06:30;9.600,00;6.502,50;139,25
03.06.2023 06:30;03.06.2023 06:45;9.726,50;6.425,50;142,00
03.06.2023 06:45;03.06.2023 07:00;9.851,50;6.335,75;151,25
03.06.2023 07:00;03.06.2023 07:15;10.055,75;6.325,75;94,25
03.06.2023 07:15;03.06.2023 07:30;10.258,00;6.325,25;134,75
03.06.2023 07:30;03.06.2023 07:45;10.491,00;6.330,75;144,75
03.06.2023 07:45;03.06.2023 08:00;10.667,00;6.190,00;279,50
03.06.2023 08:00;03.06.2023 08:15;10.864,50;5.964,25;67,00
03.06.2023 08:15;03.06.2023 08:30;11.065,75;5.659,00;134,75
03.06.2023 08:30;03.06.2023 08:45;11.281,50;5.318,25;149,25
03.06.2023 08:45;03.06.2023 09:00;11.478,50;4.956,50;357,50
03.06.2023 09:00;03.06.2023 09:15;11.487,25;4.385,75;177,75
03.06.2023 09:15;03.06.2023 09:30;11.648,25;3.994,75;434,00
03.06.2023 09:30;03.06.2023 09:45;11.845,00;3.691,50;757,50
03.06.2023 09:45;03.06.2023 10:00;11.889,25;3.246,75;1.080,25
03.06.2023 10:00;03.06.2023 10:15;12.005,00;2.820,75;490,00
03.06.2023 10:15;03.06.2023 10:30;11.950,25;2.296,25;772,75
03.06.2023 10:30;03.06.2023 10:45;11.951,50;1.932,25;1.027,25
03.06.2023 10:45;03.06.2023 11:00;12.023,50;1.705,25;1.148,50
03.06.2023 11:00;03.06.2023 11:15;12.028,25;1.297,25;1.085,00
03.06.2023 11:15;03.06.2023 11:30;12.064,25;1.099,00;1.205,25
03.06.2023 11:30;03.06.2023 11:45;12.119,50;1.075,00;1.263,00
03.06.2023 11:45;03.06.2023 12:00;12.094,75;1.009,25;1.257,50
03.06.2023 12:00;03.06.2023 12:15;12.106,00;767,75;1.102,25
03.06.2023 12:15;03.06.2023 12:30;12.028,25;585,75;1.126,75
03.06.2023 12:30;03.06.2023 12:45;11.921,00;390,00;1.148,25
03.06.2023 12:45;03.06.2023 13:00;11.809,25;225,75;1.224,75
03.06.2023 13:00;03.06.2023 13:15;11.675,50;122,75;1.189,25
03.06.2023 13:15;03.06.2023 13:30;11.519,25;41,75;1.280,25
03.06.2023 13:30;03.06.2023 13:45;11.478,75;107,50;1.312,75
03.06.2023 13:45;03.06.2023 14:00;11.425,75;171,75;1.377,75
03.06.2023 14:00;03.06.2023 14:15;11.320,50;195,50;1.532,50
03.06.2023 14:15;03.06.2023 14:30;11.239,50;227,75;1.443,25
03.06.2023 14:30;03.06.2023 14:45;11.238,25;348,75;1.402,75
03.06.2023 14:45;03.06.2023 15:00;11.144,75;410,00;1.406,50
03.06.2023 15:00;03.06.2023 15:15;11.117,50;732,75;1.366,75
03.06.2023 15:15;03.06.2023 15:30;11.049,50;831,25;1.373,00
03.06.2023 15:30;03.06.2023 15:45;11.018,75;1.059,25;1.301,75
03.06.2023 15:45;03.06.2023 16:00;11.009,00;1.303,25;1.131,75
03.06.2023 16:00;03.06.2023 16:15;10.947,25;1.659,50;1.247,00
03.06.2023 16:15;03.06.2023 16:30;10.882,25;1.928,25;1.222,75
03.06.2023 16:30;03.06.2023 16:45;10.892,00;2.262,00;1.092,25
03.06.2023 16:45;03.06.2023 17:00;10.974,25;2.722,75;751,75
03.06.2023 17:00;03.06.2023 17:15;11.023,25;3.258,75;1.186,50
03.06.2023 17:15;03.06.2023 17:30;11.048,25;3.725,00;840,25
03.06.2023 17:30;03.06.2023 17:45;11.034,50;4.186,00;383,25
03.06.2023 17:45;03.06.2023 18:00;11.132,00;4.784,75;157,25
03.06.2023 18:00;03.06.2023 18:15;11.144,25;5.325,75;667,50
03.06.2023 18:15;03.06.2023 18:30;11.155,00;5.833,25;365,75
03.06.2023 18:30;03.06.2023 18:45;11.164,50;6.316,00;80,00
03.06.2023 18:45;03.06.2023 19:00;11.184,25;6.790,75;29,25
03.06.2023 19:00;03.06.2023 19:15;11.219,00;7.290,00;124,50
03.06.2023 19:15;03.06.2023 19:30;11.133,50;7.609,75;73,00
03.06.2023 19:30;03.06.2023 19:45;11.061,00;7.885,25;5,25
03.06.2023 19:45;03.06.2023 20:00;10.998,75;8.127,00;3,75
03.06.2023 20:00;03.06.2023 20:15;10.956,50;8.321,75;3,00
03.06.2023 20:15;03.06.2023 20:30;10.899,50;8.471,00;1,50
03.06.2023 20:30;03.06.2023 20:45;10.816,75;8.547,50;1,25
03.06.2023 20:45;03.06.2023 21:00;10.757,25;8.554,75;1,25
03.06.2023 21:00;03.06.2023 21:15;10.700,50;8.403,75;1,25
03.06.2023 21:15;03.06.2023 21:30;10.638,75;8.159,75;1,25
03.06.2023 21:30;03.06.2023 21:45;10.595,25;7.963,75;1,50
03.06.2023 21:45;03.06.2023 22:00;10.554,00;7.786,25;1,50
03.06.2023 22:00;03.06.2023 22:15;10.471,75;7.601,25;1,50
03.06.2023 22:15;03.06.2023 22:30;10.372,75;7.384,00;103,00
03.06.2023 22:30;03.06.2023 22:45;10.249,00;7.148,25;1,50
03.06.2023 22:45;03.06.2023 23:00;10.077,50;6.900,50;38,75
03.06.2023 23:00;03.06.2023 23:15;9.925,00;6.694,75;65,50
03.06.2023 23:15;03.06.2023 23:30;9.674,50;6.406,25;63,75
03.06.2023 23:30;03.06.2023 23:45;9.497,50;6.232,75;73,50
03.06.2023 23:45;04.06.2023 00:00;9.362,75;6.107,00;100,00
04.06.2023 00:00;04.06.2023 00:15;9.233,50;6.030,25;223,75
04.06.2023 00:15;04.06.2023 00:30;9.137,50;5.997,75;183,25
04.06.2023 00:30;04.06.2023 00:45;9.044,75;5.971,25;207,50
04.06.2023 00:45;04.06.2023 01:00;8.942,75;5.943,75;228,50
04.06.2023 01:00;04.06.2023 01:15;8.805,25;5.908,50;201,75
04.06.2023 01:15;04.06.2023 01:30;8.703,25;5.903,50;217,75
04.06.2023 01:30;04.06.2023 01:45;8.616,25;5.897,75;214,75
04.06.2023 01:45;04.06.2023 02:00;8.479,00;5.874,50;193,25
04.06.2023 02:00;04.06.2023 02:15;8.450,25;5.988,50;322,75
04.06.2023 02:15;04.06.2023 02:30;8.394,50;6.061,75;260,50
04.06.2023 02:30;04.06.2023 02:45;8.377,00;6.156,75;250,50
04.06.2023 02:45;04.06.2023 03:00;8.358,00;6.255,50;206,75
04.06.2023 03:00;04.06.2023 03:15;8.286,00;6.311,75;145,50
04.06.2023 03:15;04.06.2023 03:30;8.262,25;6.385,75;130,25
04.06.2023 03:30;04.06.2023 03:45;8.165,25;6.393,75;70,50
04.06.2023 03:45;04.06.2023 04:00;8.176,50;6.482,00;26,75
04.06.2023 04:00;04.06.2023 04:15;8.214,50;6.598,25;34,50
04.06.2023 04:15;04.06.2023 04:30;8.194,75;6.649,00;32,25
04.06.2023 04:30;04.06.2023 04:45;8.157,00;6.671,25;18,00
04.06.2023 04:45;04.06.2023 05:00;8.138,25;6.708,75;14,00
04.06.2023 05:00;04.06.2023 05:15;8.197,25;6.774,75;17,75
04.06.2023 05:15;04.06.2023 05:30;8.165,25;6.704,50;40,00
04.06.2023 05:30;04.06.2023 05:45;8.251,25;6.707,50;100,75
04.06.2023 05:45;04.06.2023 06:00;8.258,75;6.590,00;101,00
04.06.2023 06:00;04.06.2023 06:15;8.292,25;6.469,50;111,00
04.06.2023 06:15;04.06.2023 06:30;8.388,00;6.376,50;134,75
04.06.2023 06:30;04.06.2023 06:45;8.514,00;6.249,25;177,75
04.06.2023 06:45;04.06.2023 07:00;8.623,00;6.047,50;355,50
04.06.2023 07:00;04.06.2023 07:15;8.848,00;5.938,75;249,00
04.06.2023 07:15;04.06.2023 07:30;9.030,00;5.752,25;448,50
04.06.2023 07:30;04.06.2023 07:45;9.177,75;5.508,50;616,75
04.06.2023 07:45;04.06.2023 08:00;9.386,75;5.306,75;872,75
04.06.2023 08:00;04.06.2023 08:15;9.648,75;5.121,50;400,00
04.06.2023 08:15;04.06.2023 08:30;9.810,25;4.786,50;753,50
04.06.2023 08:30;04.06.2023 08:45;10.006,25;4.462,75;816,75
04.06.2023 08:45;04.06.2023 09:00;10.179,25;4.150,00;952,50
04.06.2023 09:00;04.06.2023 09:15;10.312,00;3.704,75;692,00
04.06.2023 09:15;04.06.2023 09:30;10.375,00;3.274,75;1.000,75
04.06.2023 09:30;04.06.2023 09:45;10.480,00;2.880,00;1.062,75
04.06.2023 09:45;04.06.2023 10:00;10.580,50;2.584,25;1.145,75
04.06.2023 10:00;04.06.2023 10:15;10.672,75;2.146,50;589,25
04.06.2023 10:15;04.06.2023 10:30;10.775,25;1.783,50;752,25
04.06.2023 10:30;04.06.2023 10:45;10.816,25;1.429,50;875,50
04.06.2023 10:45;04.06.2023 11:00;10.956,75;1.261,75;1.022,25
04.06.2023 11:00;04.06.2023 11:15;11.048,25;1.072,75;1.162,25
04.06.2023 11:15;04.06.2023 11:30;11.137,25;1.027,00;1.153,50
04.06.2023 11:30;04.06.2023 11:45;11.144,00;927,00;1.118,25
04.06.2023 11:45;04.06.2023 12:00;11.156,50;884,00;1.215,50
04.06.2023 12:00;04.06.2023 12:15;11.079,75;503,75;1.089,00
04.06.2023 12:15;04.06.2023 12:30;11.051,00;401,75;1.258,25
04.06.2023 12:30;04.06.2023 12:45;10.957,75;185,75;1.270,25
04.06.2023 12:45;04.06.2023 13:00;10.871,00;117,50;1.350,50
04.06.2023 13:00;04.06.2023 13:15;10.800,75;258,50;1.350,75
04.06.2023 13:15;04.06.2023 13:30;10.669,75;283,50;1.365,25
04.06.2023 13:30;04.06.2023 13:45;10.589,75;353,25;1.397,00
04.06.2023 13:45;04.06.2023 14:00;10.483,75;332,00;1.449,00
04.06.2023 14:00;04.06.2023 14:15;10.483,50;436,00;1.375,50
04.06.2023 14:15;04.06.2023 14:30;10.443,25;573,25;1.383,25
04.06.2023 14:30;04.06.2023 14:45;10.348,75;579,75;1.373,00
04.06.2023 14:45;04.06.2023 15:00;10.288,25;558,75;1.377,25
04.06.2023 15:00;04.06.2023 15:15;10.323,75;625,50;1.330,50
04.06.2023 15:15;04.06.2023 15:30;10.222,25;704,00;1.258,00
04.06.2023 15:30;04.06.2023 15:45;10.207,25;945,75;1.193,25
04.06.2023 15:45;04.06.2023 16:00;10.146,25;1.167,75;1.092,75
04.06.2023 16:00;04.06.2023 16:15;10.175,50;1.604,00;1.119,25
04.06.2023 16:15;04.06.2023 16:30;10.104,25;1.824,50;1.039,75
04.06.2023 16:30;04.06.2023 16:45;10.111,75;2.259,50;851,25
04.06.2023 16:45;04.06.2023 17:00;10.051,00;2.608,00;611,25
04.06.2023 17:00;04.06.2023 17:15;10.281,25;3.264,50;1.085,75
04.06.2023 17:15;04.06.2023 17:30;10.359,00;3.814,00;918,25
04.06.2023 17:30;04.06.2023 17:45;10.369,75;4.283,00;679,75
04.06.2023 17:45;04.06.2023 18:00;10.464,25;4.835,50;402,50
04.06.2023 18:00;04.06.2023 18:15;10.634,00;5.474,00;429,00
04.06.2023 18:15;04.06.2023 18:30;10.693,00;6.006,00;219,00
04.06.2023 18:30;04.06.2023 18:45;10.769,50;6.561,00;62,25
04.06.2023 18:45;04.06.2023 19:00;10.835,50;7.080,25;42,75
04.06.2023 19:00;04.06.2023 19:15;10.911,50;7.543,00;42,00
04.06.2023 19:15;04.06.2023 19:30;10.841,00;7.835,25;39,75
04.06.2023 19:30;04.06.2023 19:45;10.892,00;8.186,75;5,75
04.06.2023 19:45;04.06.2023 20:00;10.923,50;8.492,25;2,50
04.06.2023 20:00;04.06.2023 20:15;10.964,50;8.771,25;1,75
